,曲名,発売日,表示回数,歌詞
0,風を食む,2020-10-07,"119,601",明日はきっと天気で　悪いことなんてないねタイムカードを押して僕は朝、目を開いた僕らは今日も買ってる　足りないものしかなくて靴を履きながら空想　空は高いのかな貴方さえ　貴方さえこれはきっとわからないんだはにかむ顔が散らつく口を開けて風を食む春が先　花ぐわし桜の散りぬるを眺む今、風を食む棚の心は十五円　一つだけ売れ残った値引きのシールを貼って閉店時間を待った明日もきっと天気で　此処にも客が並んで二割引の心は誰かが買うんだろうか貴方だけ　貴方だけ僕はずっと想ってたんだただ白いあの雲を待つ風のない春に騒めく草流れ　天飛ぶや軽く花の散るを眺む今、風を食む遂に心は半額　いつまでも売れ残ってテレビを眺めて空想　ニュースは希望のバーゲン貴方は今日も買ってる　足りないものしか無くて俯く手元で購入　空は高いのかな貴方だけ　貴方だけこの希望をわからないんだ売れ残りの心でいい僕にとっては美しい春が咲き　花ぐわし桜の散りぬるを眺む貴方しか　貴方しか貴方の傷はわからないんだ口を開けて歌い出す今、貴方は風を食む冬籠り　春が先貴方の歌だけが聞こえる今、口遊む貴方だけ貴方だけこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,カトレア,2017-06-28,"183,701",貴方にはわからないよ、なんてのは傲慢だ排気ガス塗れの東京を練り行く札束で心が買えるなら本望だ。傷一つない新しい心にして、いっそ僕の全部、カトレア君にあげたいのに最後だ窓際の花瓶には君を挿しておくからわかっておくれよ心を買い換えたはいいものの不鮮明だ空が曇るから何かが晴れないようでさ札束で見る目が変わるなら本望だ曇りのない新しいまなこを買おういっそ君の全部、カトレア何も見えないで眠ったら目が覚めた世界は雲ひとつない鮮やかだ戻っておくれよそして僕の全部が消えて夏陰の間眠っても君のいた世界をどこかで思っているからほら、いっそ僕の全部カトレア君に上げたいから最後ださよならの時間はわからないようにするから、笑っておくれよこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,神様のダンス,2019-08-28,"115,822",忘れるなんて酷いだろ幸せになんてなるものか色のない何かが咲いた君のいない夏に咲いた人に笑われたくないから怯えるように下を向く心より大事な何かがあってたまるものか暮れない夕に茜追い付いて君を染め抜いた見えないように僕を追い越して行かないで僕たち神様なんて知らん顔何処までだって行けるなぁ、心まで醜い僕らだ世界は僕らのものだ音楽だけでいいんだろ他人に合わせて歩くなよ教えてくれたのはあんたじゃないかどうだっていいよ、このまま遠くへ誰も知らない場所で月明かりを探すのだ名もない花が綺麗とかどうでもいいことばっかだ君の口癖が感染ってる喉の真下には君がいる言葉も生活も愛想も全て捨ててこそ音楽だその価値も知らないあんたにわかって堪るものか暮れない夕に茜追いついて僕を染め抜いたいつか時間が全て追い抜いて消えないで僕たち神様なんて知らん顔世界の全部が欲しいなぁ心まで醜いあんたの、想い出全部をくれよ価値観だって自由なら人を傷付けていいだろ教えなかったのはあんたじゃないかどうだっていいよ、このまま遠くへ誰も見てない場所で生きる真似をしてるのさ酷い顔で踊るのさ胸も痛いままで神様僕たちなんて知らん顔何処までだって行けるなぁ、言葉が世界だと云うなら、世界は僕らのものだ忘れるなんて酷いだろ幸せになんてなれるかよ僕を歪めたのはあんたじゃないかそうだった、僕はこのまま遠くへ誰も知らない場所で月明かりを探すのだこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,靴の花火,2017-06-28,"242,752",ねぇ　ねぇ何か言おうにも言葉足らずだ空いた口が塞がらないから　からねぇ　ねぇ黙りこくっても言葉要らずだ目って物を言うから忘れていくことは虫が食べ始めた結果だ想い出の中じゃいつも笑ってる顔なだけ夕暮れた色　空を飛んでこのまま大気さえ飛び出して真下、次第に小さくなってくのは君の居た街だ靴の先に花が咲いた大きな火の花が咲いた心ごと残して征こう、だなんて憶うそんな夏が見えたねぇ ねぇ君を知ろうにもどっちつかずだきっと鼻に掛けるから清々することなんて何にもないけど今日も空が綺麗だなぁ僕の食べた物　全てがきっと生への対価だ今更な僕はヨダカにさえもなれやしない朝焼けた色　空を舞って何を願うかなんて愚問だ大人になって忘れていた君を映す目が邪魔だずっと下で花が鳴った大きな火の花が鳴った音だけでも泣いてしまう、だなんて憶うそんな夏を聞いたねぇ　ねぇ空を飛ぼうにも終わり知らずだきっと君を探してしまうから　から夕暮れた色　空を飛んでこの星の今さえ抜け出して真下、次第に小さくて消えたのは君の居た街だ夏の空に花が咲いた大きな火の花が咲いたいつまででも泣いていたい、だなんて憶うそんな夏が消えたこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,雲と幽霊,2017-06-28,"237,529",幽霊になった僕は、明日遠くの君を見に行くんだ　その後はどうしようきっと君には言えない幽霊になった僕は、夏の終わり方を見に行くんだ六畳の地球で　浅い木陰のバス停で夜に涼む君の手　誘蛾灯に沿って石を蹴った街の薄明かりが揺れている何も見えなくたって何も言わなくたって誰も気付かなくたってそれでもわかるから君と座って　バス停見上げた空が青いことしかわからずに雲が遠いね　ねぇ夜の雲が高いこと、本当不思議だよだからさ、もういいんだよ幽霊になった僕は、あの頃の景色を見に行くんだ遠い街の海辺　子供のとき見た露店街歩き疲れた脚でそこらのベンチでバスを待って　その後はどうしよう何で歩いてたんだろう何も知らなくたって何も聞けなくたっていつか君が忘れてもそれでも見ているから夏の陰に座って　入道雲を眺めるだけでどこか苦しくて空が高いよ　ねぇこのままずっと遠くに行けたらいいのにな夜しかもう眠れずに君と座って　バス停見上げた空が青いことしかわからずに雲が遠いね　ねぇ夜の雲が高いこと、本当不思議だよだからさ、だからさ君もさ、もういいんだよ幽霊になった僕は、明日遠くの君を見に行くんだ　その後はどうだろうきっと君には見えないこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,声,2019-08-28,"71,300",どうしたって触れないどうやっても姿を見せない簡単に忘れるくせにもうちょっとだけ覚えていたいこの歌の在り処をわからないから言葉のずっと向こうでこの喉を通るさよなら呑み込んで笑っている朝焼け空、唇痛いほど噛んで虚しさは全部今日のものだわかっているけれどわかっているけれど話すとき顔を出す出てきたってすぐに消えてく泣くときに溢れる黙ったって喉の奥にいる、神様の話描きたいのは心に空いた時間だ言葉よりずっと重い人生はマシンガンさよならの形をただ埋められないと零して僕らは昨日も今日もここで座っているばかり笑っているばかりわからないから言葉のずっと向こうでこの喉を通るさよなら呑み込んで眠っている朝焼け空、唇痛いほど噛んだ貴方の世界を今日も知らない私がいるばかり笑っているばかりこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,心に穴が空いた,2019-06-24,"104,277",小さな穴が空いたこの胸の中心に一つ夕陽の街を塗った夜紛いの夕暮れ忘れたいのだ忘れたいのだ忘れたい脳裏を埋め切った青空に君を描き出すだけだから心に穴が空いた埋めるように鼓動が鳴った君への言葉も口を開けば大体言い訳だっただから心に穴が空いた降る雨だけ温いと思った繕って　繕って　繕って顔のない自分だけ少しずつ穴の開いた木漏れ日の、森で眠るように深海みたいに深くもっと微睡むように深く、深く、深く深く夜を纏った目の奥に月明かりを見るまで君の心に穴を開けた音楽が何だって言うんだただ口を開け黙ったままなんて一生報われないよ忘れたいことが多くなって諦めばかり口に出して躓いて、躓いて、転がって、土の冷たさだけ君の人生になりたい僕の、人生を書きたい君の残した詩のせいだ全部音楽のせいだ君の口調を真似した君の生き方を模した何も残らないほどに　僕を消し飛ばすほどに残ってる心の穴の奥に棲んだ君の言葉に縋り付いたでも違うんだよ、もうさよならだなんて一生聞きたくないよ忘れたいことが多くなってこれから僕だけ年老いて冷め切って、冷め切って僕の心に穴が開いた君の言葉で穴が開いた今ならわかるよ「君だけが僕の音楽」なんだよ、エイミーだから心に穴が空いたその向こう側に君が棲んだ広がって　広がって　広がって戻らない穴だけ穴の空いた僕だけこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,強盗と花束,2021-01-27,"85,017",ある朝、僕は気付いたんですが思ったよりもソファが狭いお金が足りないわけでもないけど家具屋は生活圏外そうして僕は思ったんですが隣の家なら徒歩一分何とかなると思った僕は包丁を持った何にも満たされないなら行こう、僕らで全部奪うのさ紙みたいな理性なんてほら、飛ばしてしまえ神様、本当にこの世の全部が人に優しいんだったら少しくらいは僕らにくれたっていいじゃないですかある昼、僕は思ったんですが死にゆく貴方に花を上げたいお金が足りないどころか無いから花束は予算圏外そうして僕は気付いたんですが隣の花屋は定休日盗めばいいと思った僕は信号を待った笑え、真面目な顔で澄ましてる実はあんたもまともじゃないのさ金にならない常識なんてもう、忘れてしまえ他人の痛みが他人にわかるかよ百年経てば誰でも骨だ今日くらいは僕らも間違っていいじゃないですかある夜、僕はわかったんですがこれから先には夢が無い貴方が居なくなるなんて考えたこともなかった花屋の主人は優しかったけど盗んだことすら咎めない強盗と花束に何かの違いがあるのですかそれ、何かが違うのですか何にも満たされないなら行こう、僕らで全部奪うのさ塵みたいな理性なんてほら、飛ばしてしまえ神様、本当にこの世の全部が人に優しいんだったら少しくらいは僕らにくれたっていいじゃないですか少しくらいは僕らを裁いたっていいじゃないですかある朝、僕は気付いたんですが思ったよりも世界は広い努力が足りないわけでもないのに何にも実らず圏外仕事を辞めて思ったんですが安心なんて何処にも無い終わった方が未だ増しソファが小さく見えたこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,五月は花緑青の窓辺から,2019-04-10,"143,514",夏が終わることもこの胸は気のせいだって思っていた空いた教室　風揺れるカーテン君と空を見上げたあの夏がいつまでだって頭上にいたさようなら青々と息を呑んだ　例う涙は花緑青だ黙ったらもう消えんだよ馬鹿みたいだよな思い出せ！思い出せない、と頭が叫んだならばこの痛みが魂だそれでも　それでも聞こえないというなら愛想笑いの他に何も出来ない君と夏を二人過ごした想い出を笑われたって黙っている笑うなよ　僕らの価値は自明だ例うならばこれは魂だ黙っただけ辛いのに馬鹿みたいだろなぁ、言い返せ言い返せないまま一人歩いた指を指された僕が残ったそれでも　それでも思い出せないのかさようなら青々と息を呑んだ　例う涙は花緑青だ黙ってくれ　わかったよ君の声がする「思い出せ！」思い出したんだ、と喉が叫んだこの痛みが君の証明だそれでも　それでも聞こえないというならこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,詩書きとコーヒー,2019-04-10,"143,712",最低限の生活で小さな部屋の六畳で君と暮らせれば良かった　それだけ考えていた幸せの色は準透明　なら見えない方が良かった何も出来ないのに今日が終わる最低限の生活で小さな部屋の六畳で天井を眺める毎日　何かを考えていた幸せの価値は60000円家賃が引かれて4000円ぼやけた頭で想い出を漁る冷めた目で愛を語るようになっていた冷めたコーヒーも相変わらずそうなんだ嫌いだわかんないよ　わかんないよわかんないよ　わかんないよ想い出になる　君が邪魔になっていくわかんないよ　わかんないよわかんないよ　わかんないよわかんないよ上手な歩き方もさよならの言い方も最小限の音量で　少し大きくなった部屋で止まったガスも思い出もシャワーの冷たさも書き殴った寿命を売るなら残り二年それだけ残してあの街へ余った寿命で思い出を漁る晴れも夜祭りも関町の街灯も雲も逃げ水も斜に構えた歌詞観も詭弁だわかんないよ　わかんないよわかんないよ　わかんないよ想い出になる　君が詩に成っていくわかんないよ　わかんないよわかんないよ　わかんないよわかんないよ、忘れられる方法もこれからの使い方も冷めた目の中で君の詩を書いていた僕のこの日々は君の為の人生だ夢も儚さも君の口も目もその指先も忘れながらほら、そろそろ詩も終わる時間だやっと君の番だからさわかんないよ　わかんないよわかんないよ　わかんないよ想い出になれ　君よ詩に成って往けわかんないよ　わかんないよわかんないよ　わかんないよわかんないね人は歩けるんだとかそれが当たり前だとかわかんないさわかんないよこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,思想犯,2020-06-24,"223,252",他人に優しいあんたにこの心がわかるものか人を呪うのが心地良い、だから詩を書いていた朝の報道ニュースにいつか載ることが夢だったその為に包丁を研いでる硝子を叩きつける音、何かの紙を破くこと、さよならの後の夕陽が美しいって、君だってわかるだろ烏の歌に茜この孤独も今音に変わる面影に差した日暮れ爪先立つ、雲が焼ける、さよならが口を滑る認められたい、愛したいこれが夢ってやつか何もしなくても叶えよ、早く、僕を満たしてくれ他人に優しい世間にこの妬みがわかるものかいつも誰かを殴れる機会を探してるビール瓶で殴る街路灯、投げるギターの折れる音、戻らない後悔の全部が美しいって、そういうのさぁ、僕だってわかるのに言葉の雨に打たれ秋惜しむまま冬に落ちる春の山のうしろからまた一つ煙が立つ夏風が頬を滑る他人に優しいあんたにこの孤独がわかるものか死にたくないが生きられない、だから詩を書いている罵倒も失望も嫌悪も僕への興味だと思うから他人を傷付ける詩を書いてるこんな中身のない詩を書いてる君の言葉が呑みたい入れ物もない両手で受けていつしか喉が潤うその時を待ちながら烏の歌に茜この孤独よ今詩に変われさよなら、君に茜僕は今、夜を待つまた明日。口が滑るこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,準透明少年,2018-05-09,"251,999",凛として花は咲いた後でさえも揺るがなくて今日が来る不安感も奪い取って行く正午過ぎの校庭で一人の僕は透明人間誰かに気付いてほしくて歌っている凛とした君は憧れなんて言葉じゃ足りないようなそんな色が強く付いていてどんな伝えたい言葉も目に見えないなら透明なんだ寂しさを埋めるように歌っていた誰の声だと騒めきだした人の声すらバックミュージックのようだあの日君が歌った歌を歌う体の何処かで誰かが叫んでるんだ長い夜の向こう側でこの心ごと渡したいから僕を全部、全部、全部透過して凛として君の心象はいつの日も透明だった何の色も形も見えない狂いそうだ　愛の歌も世界平和も目に見えないなら透明なんだそんなものはないのと同じだ駅前の喧騒の中を叫んだ歌だけがきっとまだ僕を映す手段だあの日僕が忘れた夢を歌う頭のどこかで本当はわかっていたんだ長い夜の向こう側をこの僕の眼は映さないから君を全部、全部、全部淘汰して目が見えないんだ想像だったんだ君の色だとか　形だとか目に見えぬ僕は謂わば準透明だ今でもあの日を心が覚えているんだ見えない君の歌だけで体の何処かで言葉が叫んでるんだ遠い夜の向こう側でこの心ごと渡したいから僕を全部、全部、全部透過してこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ただ君に晴れ,2018-05-09,"1,290,737",夜に浮かんでいた海月のような月が爆ぜたバス停の背を覗けばあの夏の君が頭にいるだけ鳥居　乾いた雲　夏の匂いが頬を撫でる大人になるまでほら、背伸びしたままで遊び疲れたらバス停裏で空でも見ようじきに夏が暮れてもきっときっと覚えてるから追いつけないまま大人になって君のポケットに夜が咲く口に出せないなら僕は一人だそれでいいからもう諦めてるだけ夏日　乾いた雲　山桜桃梅　錆びた標識記憶の中はいつも夏の匂いがする写真なんて紙切れだ思い出なんてただの塵だそれがわからないから、口を噤んだまま絶えず君のいこふ　記憶に夏野の石一つ俯いたまま大人になって追いつけない　ただ君に晴れ口に出せないまま坂を上った僕らの影に夜が咲いていく俯いたまま大人になった君が思うまま手を叩け陽の落ちる坂道を上って僕らの影は追いつけないまま大人になって君のポケットに夜が咲く口に出せなくても僕ら一つだそれでいいだろ、もう君の想い出を噛み締めてるだけこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,だから僕は音楽を辞めた,2019-04-10,"1,044,417",考えたってわからないし青空の下、君を待った風が吹いた正午、昼下がりを抜け出す想像ねぇ、これからどうなるんだろうね進め方教わらないんだよ君の目を見た　何も言えず僕は歩いた考えたってわからないし青春なんてつまらないし辞めた筈のピアノ、机を弾く癖が抜けないねぇ、将来何してるだろうね音楽はしてないといいね困らないでよ心の中に一つ線を引いてもどうしても消えなかった　今更なんだからなぁ、もう思い出すな間違ってるんだよわかってないよ、あんたら人間も本当も愛も世界も苦しさも人生もどうでもいいよ正しいかどうか知りたいのだって防衛本能だ考えたんだ　あんたのせいだ考えたってわからないが、本当に年老いたくないんだいつか死んだらって思うだけで胸が空っぽになるんだ将来何してるだろうって大人になったらわかったよ何もしてないさ幸せな顔した人が憎いのはどう割り切ったらいいんだ満たされない頭の奥の化け物みたいな劣等感間違ってないよなぁ、何だかんだあんたら人間だ愛も救いも優しさも根拠がないなんて気味が悪いよラブソングなんかが痛いのだって防衛本能だどうでもいいか　あんたのせいだ考えたってわからないし生きてるだけでも苦しいし音楽とか儲からないし歌詞とか適当でもいいよどうでもいいんだ間違ってないだろ間違ってないよな間違ってるんだよ　わかってるんだあんたら人間も本当も愛も救いも優しさも人生もどうでもいいんだ正しい答えが言えないのだって防衛本能だどうでもいいや　あんたのせいだ僕だって信念があった今じゃ塵みたいな想いだ何度でも君を書いた売れることこそがどうでもよかったんだ本当だ　本当なんだ　昔はそうだっただから僕は音楽を辞めたこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
